"review-data href","audience-reviews__name","audience-reviews__name href","audience-reviews__duration","weapons_reviews"
"https://www.rottentomatoes.com/profiles/XBXTDWUgDHXNhV6SW9hpEuGdfVVcoLs8eTxAtWDuOOcNotE4FexCYjFeecj3h7JtpqCzYu11cdDSPNhAbHaAFQgigefqgSY8cJLC7pUg6Fpd","w b","https://www.rottentomatoes.com/profiles/XBXTDWUgDHXNhV6SW9hpEuGdfVVcoLs8eTxAtWDuOOcNotE4FexCYjFeecj3h7JtpqCzYu11cdDSPNhAbHaAFQgigefqgSY8cJLC7pUg6Fpd","Sep 16, 2025","What a waste. The intriguing setup from the last film, about access to The Force all may have, was squandered for an ad hoc paint by numbers retread of old ideas. Completely sold out the sequel trilogy and left big screen Star Wars with a bitter taste. The only Star Wars movie I don't own on disc, and for good reason. Disney succumbed to the opinions of internet trolling of the The Last Jedi and all respect to artists and storytellers was jettisoned to appeal to angry fanboys... Sad. Harsh but true."
"https://www.rottentomatoes.com/profiles/DaYf3Ksx3uWmIVmhGVuBDHGAszzcQ3SB3fnPUXKuPPcOztV3Cd6hAEHzzc4QhaPfL4HDmU22cDWSP5sR6Fwks57hWRueLFb4uA5sEPCz7SKj","Marce S","https://www.rottentomatoes.com/profiles/DaYf3Ksx3uWmIVmhGVuBDHGAszzcQ3SB3fnPUXKuPPcOztV3Cd6hAEHzzc4QhaPfL4HDmU22cDWSP5sR6Fwks57hWRueLFb4uA5sEPCz7SKj","Sep 13, 2025","A terrible movie that ended a terrible last trilogy that destroyed the legacy of Star Wars in some sense."
"https://www.rottentomatoes.com/profiles/YJjFLxtJMHJLtO2C7xfzoFOEfaacJBhYDF53HYmhddcNetmdSa4H92H22c5vFd5cRghKPUVVcDBS14s30UMGCWgum5SWah0nIB0C7kfR1F9E","Roberto Q","https://www.rottentomatoes.com/profiles/YJjFLxtJMHJLtO2C7xfzoFOEfaacJBhYDF53HYmhddcNetmdSa4H92H22c5vFd5cRghKPUVVcDBS14s30UMGCWgum5SWah0nIB0C7kfR1F9E","Sep 11, 2025","The movie has a few cool action scenes but that does not fix the bad writing. The final battle is just a copy of Endgame but poorly written. Palpatine return was one of the worst things and how he's defeated. None of the characters have good character development and Rey is a prodigy with the force and the darkside from the start.
From the sequels, Force Awakens is the only one that's average and enjoyable... After that, they did not know what to do, causing a mess."
"https://www.rottentomatoes.com/profiles/LnRsQjhj2hnKtaPhPqfDPf3JFJJcB7hnLIeqHMRtbbcwjtg2IWehQ0HMMcKnhWRsN5ujwuLLcRAH9zu3WuvWH5Whk2Fxgi54spDhzBfJDUo0","Martin M","https://www.rottentomatoes.com/profiles/LnRsQjhj2hnKtaPhPqfDPf3JFJJcB7hnLIeqHMRtbbcwjtg2IWehQ0HMMcKnhWRsN5ujwuLLcRAH9zu3WuvWH5Whk2Fxgi54spDhzBfJDUo0","Sep 9, 2025","Boring and bad writing."
"https://www.rottentomatoes.com/profiles/XjJId6hgxuz8FVGtWYFdJcYVCVVcNkHMeudGFMKSOOcNotEBheVuvOSeecdLF7JtpGc26C11cdQH7GiAmFaQHQgioMhqbUQ4HJ6c7khkLupd","Hughe J","https://www.rottentomatoes.com/profiles/XjJId6hgxuz8FVGtWYFdJcYVCVVcNkHMeudGFMKSOOcNotEBheVuvOSeecdLF7JtpGc26C11cdQH7GiAmFaQHQgioMhqbUQ4HJ6c7khkLupd","Sep 7, 2025","The Rise of Skywalker was released in theatres in 2019 and is directed by JJ Abrams. The film starts with a montage to attempt to answer fan complaints from the last movie but didn't work for me. All of the characters from the last movie return to perform scavenger hunts to find various McGuffins, that lead them to more McGuffins. Emperor Palpatine is back and has brought a fleet of star destroyers, all armed with death star guns, that he's built in secret and hid in ice. Han Solo returns as a ghost or something, people randomly die but are brought back, Rey gains every possible power, we get space horses who run around the outside of ships..in space, the rebels stop the ghost fleet of star destroyers with a massive fleet of their own that Lando recruits in a few hours somehow (wouldn't it take hours to just fly to a planet), and in the end everyone lives happily ever after as a force ghost or whatever and Rey changes her name. The end. This movie had too many sub plots, too much to try to conclude, in too little time. I really wanted to like this movie, but in the end none of this worked."
"https://www.rottentomatoes.com/profiles/g58tW5F95sbeh3bhOBCP4s1KC11cD9skOUwGs2bt66cN6tMofwWSMncbbc40ux3SgWs1kh66c9JHvBF1PtgjtNgf7Ni6EiWYu0NUW3t7pt2p","Emmanuel C","https://www.rottentomatoes.com/profiles/g58tW5F95sbeh3bhOBCP4s1KC11cD9skOUwGs2bt66cN6tMofwWSMncbbc40ux3SgWs1kh66c9JHvBF1PtgjtNgf7Ni6EiWYu0NUW3t7pt2p","Sep 3, 2025","By the time The Rise of Skywalker arrived, the trilogy had lost any sense of clear direction. The film rushed through plotlines, reintroduced Emperor Palpatine without proper buildup, and relied on fan service rather than meaningful storytelling. Instead of bringing the Skywalker saga to a satisfying conclusion, it left the franchise at a low point, weighed down by contradictions and unanswered questions."
"https://www.rottentomatoes.com/profiles/jWRHWbt4VCNVs45iQVuoWckeUvvcvoFmGUjJue3UVVcG4toeSv2u8NsAAc8AhXQtPNIbzH33cNEFRGc9kszqC3jUBGHKMhLVFdkSJ1CgGI7Q","Ian P","https://www.rottentomatoes.com/profiles/jWRHWbt4VCNVs45iQVuoWckeUvvcvoFmGUjJue3UVVcG4toeSv2u8NsAAc8AhXQtPNIbzH33cNEFRGc9kszqC3jUBGHKMhLVFdkSJ1CgGI7Q","Sep 1, 2025","Was it needed to have gag writters in every single scene?? This is not scifi, its fantasy, they rode horses on a starship. So many holes in this movie that I have a difficult time watching the movie and not criticizing everything for just how rediculous everything is.
Terrible"
"https://www.rottentomatoes.com/profiles/2qEUJ6SYMsYxt3gcjeSXefDqsWWcxVC0WtDwSzDuLLcBPtDEIPvSGYsvvcP8h80UaMCJAt44c3ohY1haXCe3ckqhq9UL1uqJFKXIdRuEKfnQ","Les W","https://www.rottentomatoes.com/profiles/2qEUJ6SYMsYxt3gcjeSXefDqsWWcxVC0WtDwSzDuLLcBPtDEIPvSGYsvvcP8h80UaMCJAt44c3ohY1haXCe3ckqhq9UL1uqJFKXIdRuEKfnQ","Aug 27, 2025","A massively underrated movie that has been so bashed, that I almost don't want to share my opinion about it, but here goes. I love it! To me, this movie culminates in the biggest and most Comprehensive conclusion that any series of movies has ever done. Short of Return of the King, which really nailed the ending, this movie comes close to solving all the things that the Skywalker saga was trying to deal with. I love that it ends with EVERYONE coming to save the day! I love that the doubts and worries they have carried for so many movies gets finally dealt with, and they can all finally rest. I love the camaradarie, and the sacrifices the gang are willing to make. I love the conclusion. And mostly, I wish more people could enjoy this movie as I do."
"https://www.rottentomatoes.com/profiles/553I4PSe5HxPuaohmXFbMiRLuJJcWdtwVUMphY9hOOcN8tBnHPEH9XuWWcxGFOGS50tWPUggcAgf9gh2DIxQF6DC0zs7LuPDtGvua4c91SpQ","Joey L","https://www.rottentomatoes.com/profiles/553I4PSe5HxPuaohmXFbMiRLuJJcWdtwVUMphY9hOOcN8tBnHPEH9XuWWcxGFOGS50tWPUggcAgf9gh2DIxQF6DC0zs7LuPDtGvua4c91SpQ","Aug 21, 2025","Great visuals, plot was a let down. Kylo REN could have been much cooler. Kinda sad ending to the Greatest movie franchise ever"
"https://www.rottentomatoes.com/profiles/0D3FJAhkKcebc5YH4wSzwh5AH33coQF4bfa5F1Kteecq3tEqtwKU8wtwwcmaFJ7I8pfV3hxxco6hB6HRgs1of8AuM0uBDhzbUwVHbRFEOFGM","Ben A","https://www.rottentomatoes.com/profiles/0D3FJAhkKcebc5YH4wSzwh5AH33coQF4bfa5F1Kteecq3tEqtwKU8wtwwcmaFJ7I8pfV3hxxco6hB6HRgs1of8AuM0uBDhzbUwVHbRFEOFGM","Aug 18, 2025","It is, simply put, the most disappointed I have ever been by a movie."
"https://www.rottentomatoes.com/profiles/vgDsL9sRbUEefe2tJQh2Ri92SQQceDtq0Fk4u8dTggcjDtencxNuAatnncR2hzQUGwu91HeecjvhN4HBkIQaHJ1HpMhkKIbXHqXhkmhnzheO","Gregory g","https://www.rottentomatoes.com/profiles/vgDsL9sRbUEefe2tJQh2Ri92SQQceDtq0Fk4u8dTggcjDtencxNuAatnncR2hzQUGwu91HeecjvhN4HBkIQaHJ1HpMhkKIbXHqXhkmhnzheO","Aug 17, 2025","do you want a movie where a randome girl steals luke skywalkers name and says shes all the Jedi but in reality she isn't. well this the movie."
"https://www.rottentomatoes.com/profiles/1KqFxMS65ioAi0KFdjiYOcK1sGGcKpu8Au4pU05FDDczotaXc0qs3BiLLcYmugQsXAUjmHVVcgLHB2FxjHazfLKfwOSgLHo4hB2C4aSYdFWR","Jacopo D","https://www.rottentomatoes.com/profiles/1KqFxMS65ioAi0KFdjiYOcK1sGGcKpu8Au4pU05FDDczotaXc0qs3BiLLcYmugQsXAUjmHVVcgLHB2FxjHazfLKfwOSgLHo4hB2C4aSYdFWR","Aug 14, 2025","Aaaaaah! La trama sembra scritta da un bambino che ha appena visto la trilogia originale e dice: ""mettiamo tipo di nuovo Palpatine, un sacco di incrociatori e tipo la mega battaglia finale, poi anche tipo fonde le spade laser per farne una iper mega ultra forte."" J. J. Abraham ragiona così."
"https://www.rottentomatoes.com/profiles/kA6SN8FxqFx6SzOfv9FOnIDVF11cbaiBJUX8SgMSMMcPvtBJFYLc06hOOc3XuxBtQYSEas11c2wuxYcj9sqXFG7cnjuBquvdH9ntzLu46fED","Eddie S","https://www.rottentomatoes.com/profiles/kA6SN8FxqFx6SzOfv9FOnIDVF11cbaiBJUX8SgMSMMcPvtBJFYLc06hOOc3XuxBtQYSEas11c2wuxYcj9sqXFG7cnjuBquvdH9ntzLu46fED","Aug 11, 2025","I mean, it’s Star Wars, first of all! Also, The Rise of Skywalker is strong from the get-go, with a great opening scene. After a week of being stuck at home with the stomach flu, I thankfully got better and went to see it with my family on opening day, cementing it as one of my favorite theater experiences.

 JJ Abrams builds on the previous two movies’ characters and themes to create a satisfying conclusion to not just them, but also the entire saga. Bringing Palpatine back was a good decision because, first, he’s one of the greatest cinematic villains, and, secondly, it ties together all three trilogies. By the way, the people who talk bad about the “Somehow Palpatine returned” line are doing so in bad faith—we as an audience can gather from the opening alone that there’s some sort of tech keeping his frail body alive, plus, one of the Resistance soldiers replies to Poe in the literal next line: “Dark science, cloning. Secrets only the Sith knew.”

Goosebumps/chills throughout, especially in the final battle on Exegol! Definitely one of my most rewatched Star Wars movies. Don’t listen to the toxic minority haters. As Lando says, “There are more of us.”"
"https://www.rottentomatoes.com/profiles/4pniqEUv9uYkfAKuWGIg0c19foocXOhKVFWbhOPHNNc13tD6hjMt5VUNNcwGFv1sbAFD5f66cKDtY4t4Psv2CNeHY7UjAc7pU4Ofx3iYKi94","John W","https://www.rottentomatoes.com/profiles/4pniqEUv9uYkfAKuWGIg0c19foocXOhKVFWbhOPHNNc13tD6hjMt5VUNNcwGFv1sbAFD5f66cKDtY4t4Psv2CNeHY7UjAc7pU4Ofx3iYKi94","Aug 10, 2025","The story has too many plot holes. How did Palpatine survive a fall that was over a Kilometer? Even if he survived that, how did he not die from being blown up by a base the size of a moon in the middle of space? Do Anakin's actions mean nothing? Did he just sacrifice himself for no reason? Why didn't Palpatine just take over the first order instead of using Snoke clones? On top of that, Rey kills Palpatine IN ANGER, which Luke refused to do because it was not the way of the Jedi. This goes against the fundamentals of the Jedi Order. 0/10"
"https://www.rottentomatoes.com/profiles/dN2IpVFkYUxoCPkFOEt51s7RUkkc7JSwmFRwIJvH11cn7tDvUqDiOLh11cOnuN3FGat05F99ckxH9wUaXFE8h9LFeYCxmsALtW1FgwhY9HD3","Brandon A.","https://www.rottentomatoes.com/profiles/dN2IpVFkYUxoCPkFOEt51s7RUkkc7JSwmFRwIJvH11cn7tDvUqDiOLh11cOnuN3FGat05F99ckxH9wUaXFE8h9LFeYCxmsALtW1FgwhY9HD3","Aug 8, 2025","Sequel trilogy that had potential, but rushed too fast, to make a quick buck, instead of telling a story that would captivate audiences like what the original trilogy did bring excitement like the prequels did."
"https://www.rottentomatoes.com/profiles/jEgSWnU7WIe8FEXU7XH1jtBOhvvcKoHR6sjwheDIVVcG4toeSvEt8DHAAcBvHXQtAbCbDs33cX6HO4t9otzpF0zfzbcKGc6VhoEFk6UgVf72","","","Aug 7, 2025","not as bad as the last jedi but i was annoying throughout the whole film... wtf were these decisions man...."
"","DOUGLAS L","","Aug 5, 2025","What happened? This film was a train wreck."
"https://www.rottentomatoes.com/profiles/qOdfbpu6phvRt7NfdeuGOheDh99cMWHAbHkDceYh11cwatO5Hd1cwkS11caPF79umOswNuKKcvbcm4uMgU3DU9wh2GIPosKmio3HeqUE7CjM","Jon D","https://www.rottentomatoes.com/profiles/qOdfbpu6phvRt7NfdeuGOheDh99cMWHAbHkDceYh11cwatO5Hd1cwkS11caPF79umOswNuKKcvbcm4uMgU3DU9wh2GIPosKmio3HeqUE7CjM","Aug 4, 2025","A ceaseless series of ridiculous situations with illogical resolutions that are occasionally insulting to the original trilogy. Johnson left the saga in tatters and Abrams couldn't fix it."
"https://www.rottentomatoes.com/profiles/ng5hejuLnUOwILDs0ki9OU1Vszzc38fW7HgOuoku77cvAtOnHBwIMRFbbc6qfnocP6h8bteecE9IA0UmgIoxUqvtazfQ2hz8tB5uRMCazIDe","","","Aug 2, 2025","Forgettable, Disney took Star Wars and made it bad (how is that even possible?). 

The exception is Rogue One, a solid campy space film."
"https://www.rottentomatoes.com/profiles/8aKTVNIo1Ce8fgQcXPsg8CRPS77coxU13u3dhPoSxxcAKtGzFk9t9gFEEcnbuR4S35fjPcQQcLXuwVub4CagfmKfKXieQh75sxefWjSoRHde","Nana B","https://www.rottentomatoes.com/profiles/8aKTVNIo1Ce8fgQcXPsg8CRPS77coxU13u3dhPoSxxcAKtGzFk9t9gFEEcnbuR4S35fjPcQQcLXuwVub4CagfmKfKXieQh75sxefWjSoRHde","Aug 1, 2025","Finally the bad end that this trilogy deserves"
"https://www.rottentomatoes.com/profiles/VKNFPnuD2SzRuRGHvPigwfgRFAAcEYt7XSL0fgBcjjcbetJPsJxIW3fqqc2OhA5IYgUKxsEEcv2S9efn9hGEFPBHAzcGohBdiOmcQgUe9U1Y","Yea N","https://www.rottentomatoes.com/profiles/VKNFPnuD2SzRuRGHvPigwfgRFAAcEYt7XSL0fgBcjjcbetJPsJxIW3fqqc2OhA5IYgUKxsEEcv2S9efn9hGEFPBHAzcGohBdiOmcQgUe9U1Y","Jul 31, 2025","grotty ass movie"
"https://www.rottentomatoes.com/profiles/adwCxMiQxtp9Cv2hYxijxIWPiQQcV5TzEc1pFNvtKKcJBtdpudpF0DhNNcopFv7SqwIOaFWWc4Qtwpi8Jiz6CNEIK2F9XS54ixDS9QheGiNd","thiago s","https://www.rottentomatoes.com/profiles/adwCxMiQxtp9Cv2hYxijxIWPiQQcV5TzEc1pFNvtKKcJBtdpudpF0DhNNcopFv7SqwIOaFWWc4Qtwpi8Jiz6CNEIK2F9XS54ixDS9QheGiNd","Jul 28, 2025","Filme mais ou menos, o roteiro é fraco, as cenas são mais ou menos, a história é fraca, o elenco é fraco, e ninguém ajuda a melhorar o filme, os personagens são fracos, e o filme deveria ter cenas bem melhores e relevantes, para fazer o filme ser bom"
"https://www.rottentomatoes.com/profiles/69VS4ec50C4YseJFzmhLRixoi33cYDFWGHRasjvI22cWQt6mcO0H7EUmmcOjuV2H9nT3PtggcmnFP1CokhEjIKAcBQskxH1PudjHR0HpbFBE","Fusion F","https://www.rottentomatoes.com/profiles/69VS4ec50C4YseJFzmhLRixoi33cYDFWGHRasjvI22cWQt6mcO0H7EUmmcOjuV2H9nT3PtggcmnFP1CokhEjIKAcBQskxH1PudjHR0HpbFBE","Jul 9, 2025","While a lot of people hated it (which I really understand why), I thought it was an alright ending for the Skywalker saga, it was entertaining, really loved the visuals and even an amazing score from John Williams, but it still kinda disappoints how the story is crafted here"
"https://www.rottentomatoes.com/profiles/WebsdeFK9fBKSkgfYouDpFLVFPPcDOtd2uzAC6RizzcgKtN6tbOuAms00cMYhdAI8zIv0C66cjmUdmh9YIO4iWAuwGhwkiVec0OIB0hM1F9D","Leo C","https://www.rottentomatoes.com/profiles/WebsdeFK9fBKSkgfYouDpFLVFPPcDOtd2uzAC6RizzcgKtN6tbOuAms00cMYhdAI8zIv0C66cjmUdmh9YIO4iWAuwGhwkiVec0OIB0hM1F9D","Jul 8, 2025","Watto has more character development than Rey.
Jar Jar Binks has better writing than Poe Dameron.
Jeans Guy has more plot significance than Rose.
Reva Sevander had a better redemption arc than Kylo Ren.
Not even Darth Plagueis The Wise could bring this trilogy back to life."
"","Josh","","Jul 7, 2025","Gets a 2 star only for its visuals. Horrendous story that’s all over the place and doesn’t know what it wants to be. Wasted opportunity"
"https://www.rottentomatoes.com/profiles/6xAh2EF5YI4kHeKcYWSLBhxBF33cXvtDdSAaujNU22cWQt57Uzoi7pSmmcOoFVOt9QU3XUggcbvf7zIoNfERsKeFb5FkxH1kFdnfR0HNoIw7","Andrew L","https://www.rottentomatoes.com/profiles/6xAh2EF5YI4kHeKcYWSLBhxBF33cXvtDdSAaujNU22cWQt57Uzoi7pSmmcOoFVOt9QU3XUggcbvf7zIoNfERsKeFb5FkxH1kFdnfR0HNoIw7","Jul 7, 2025","An atrocious end to a disastrous trilogy. There’s absolutely no way 86% of the audience liked this, unless it was a response to the even worse Last Jedi. My guess tho is positive “review-b0mbing”"
"https://www.rottentomatoes.com/profiles/Wenfd9CYxIBGFkXIYWhmGiLvhPPcDdFdohmpHJ0IzzcgKt4QCnvsAms00cMYh4nf80SRJU66c83s0XS9msxafWeIw7H4ph3Mu8oFRJI86UVK","Vachan K","https://www.rottentomatoes.com/profiles/Wenfd9CYxIBGFkXIYWhmGiLvhPPcDdFdohmpHJ0IzzcgKt4QCnvsAms00cMYh4nf80SRJU66c83s0XS9msxafWeIw7H4ph3Mu8oFRJI86UVK","Jul 6, 2025","Barely as good as other Star Wars movies. To be honest I can’t really recommend it"
